alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
popeyes-louisiana-kitchen-springfield-gardens-3,"[{u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.666787,-73.75715,(718) 413-5947,10809.2181207,S1JLkQYAL_O9cixlEqbRVw,https://s3-media3.fl.yelpcdn.com/bphoto/qocV5Nz_N4E67Y_MT-ergg/o.jpg,False,21903 N Conduit Ave,,,Springfield Gardens,US,"[21903 N Conduit Ave, Springfield Gardens, NY 11413]",NY,11413,Popeyes Louisiana Kitchen,17184135947.0,$,3.5,13,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-springfield-gardens-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
subway-forest-hills-3,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.7208393732,-73.8442645222,(718) 268-0315,1385.26665471,9CzApcXFegsoW1tFzhXRfA,https://s3-media3.fl.yelpcdn.com/bphoto/WjTv5_XSA5pIsrgPZHhyIg/o.jpg,False,10728 71st Ave,,,Forest Hills,US,"[10728 71st Ave, Forest Hills, NY 11375]",NY,11375,Subway,17182680315.0,$,3.0,28,[],https://www.yelp.com/biz/subway-forest-hills-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
pollo-campero-lawrence-2,"[{u'alias': u'latin', u'title': u'Latin American'}, {u'alias': u'chickenshop', u'title': u'Chicken Shop'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.62483386,-73.73611694,(516) 239-8969,15410.3758687,omG1IahokWV9GSJN3xdoVA,https://s3-media3.fl.yelpcdn.com/bphoto/2ZuMdZRarCx-zQ1LVSMt7g/o.jpg,False,301 A Rockaway Turnpike,,,Lawrence,US,"[301 A Rockaway Turnpike, Lawrence, NY 11559]",NY,11559,Pollo Campero,15162398969.0,$,3.5,18,[],https://www.yelp.com/biz/pollo-campero-lawrence-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-new-york-38,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.759475,-73.982588,(212) 575-8424,11365.0709991,wKjv2DVTtfvHu-DJoWtatg,https://s3-media2.fl.yelpcdn.com/bphoto/ZJBthrzzdARaunaILS6KzA/o.jpg,False,129 W 48th St,,,New York,US,"[129 W 48th St, New York, NY 10020]",NY,10020,Chipotle Mexican Grill,12125758424.0,$,3.0,110,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-38?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-cambria-heights,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.6966268828,-73.7430763326,(718) 528-7764,10029.8795035,YWTTVvezL03L1zItS9clpQ,https://s3-media3.fl.yelpcdn.com/bphoto/4Telx1G38qpFouRY_zErWw/o.jpg,False,216-07 Linden Blvd,,,Cambria Heights,US,"[216-07 Linden Blvd, Cambria Heights, NY 11411]",NY,11411,McDonald's,17185287764.0,$,1.5,15,[],https://www.yelp.com/biz/mcdonalds-cambria-heights?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
pita-pit-hoboken-2,"[{u'alias': u'mediterranean', u'title': u'Mediterranean'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.74575,-74.02869,(201) 683-8500,14895.1110247,ITGhcuOI3aqHViscV5WagQ,https://s3-media3.fl.yelpcdn.com/bphoto/ocXQ0g7aDJ73mbAJqNKK7g/o.jpg,False,732 Washington St,Ste 1,,Hoboken,US,"[732 Washington St, Ste 1, Hoboken, NJ 07030]",NJ,7030,Pita Pit,12016838500.0,$,3.5,26,"[delivery, pickup]",https://www.yelp.com/biz/pita-pit-hoboken-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
white-castle-yonkers,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.925045,-73.89595,(914) 376-0247,21819.5394388,aZexdkmV_eQR9x7JD17p3Q,https://s3-media2.fl.yelpcdn.com/bphoto/j5qxAnjdQhw_b_cLF2mrBw/o.jpg,False,257 S Broadway,,,Yonkers,US,"[257 S Broadway, Yonkers, NY 10705]",NY,10705,White Castle,19143760247.0,$,3.0,25,"[delivery, pickup]",https://www.yelp.com/biz/white-castle-yonkers?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
fat-house-belleville-2,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.79577,-74.14866,(973) 751-3400,25925.4513523,7A_hzfwwOH3dzR6Z2OPI6Q,https://s3-media1.fl.yelpcdn.com/bphoto/A_4OgXpqE_6AN6qd0vpsVA/o.jpg,False,448 Washington Ave,,,Belleville,US,"[448 Washington Ave, Belleville, NJ 07109]",NJ,7109,Fat House,19737513400.0,$,3.5,109,"[delivery, pickup]",https://www.yelp.com/biz/fat-house-belleville-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
potbelly-sandwich-shop-new-york-10,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'soup', u'title': u'Soup'}]",40.763116,-73.97669,(646) 289-4210,11010.4505053,axVzeaTizNeMrwHP6ylydQ,https://s3-media1.fl.yelpcdn.com/bphoto/gDhp41dUGxS_Ws__OfXCsA/o.jpg,False,46 W 56th St,,,New York,US,"[46 W 56th St, New York, NY 10019]",NY,10019,Potbelly Sandwich Shop,16462894210.0,$,3.5,60,"[pickup, delivery]",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-10?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
panda-express-north-bergen,"[{u'alias': u'chinese', u'title': u'Chinese'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.81342,-74.01422,(201) 295-8457,16356.7294533,ZavZHhbaPQS8ed7gdeElYQ,https://s3-media4.fl.yelpcdn.com/bphoto/8F_of-GGZdnMyBRJG4GTwg/o.jpg,False,2100 88th St,Ste F-1,,North Bergen,US,"[2100 88th St, Ste F-1, North Bergen, NJ 07047]",NJ,7047,Panda Express,12012958457.0,$,2.5,27,[],https://www.yelp.com/biz/panda-express-north-bergen?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-little-neck-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.7689249,-73.7375632,(718) 229-7701,10566.5207852,GGGIvPsp508Oe7XpR3dbXQ,https://s3-media2.fl.yelpcdn.com/bphoto/o6WdUBLEuIwkprGu8-K8Jg/o.jpg,False,250-01 Northern Blvd,,,Little Neck,US,"[250-01 Northern Blvd, Little Neck, NY 11363]",NY,11363,McDonald's,17182297701.0,$,2.0,41,[],https://www.yelp.com/biz/mcdonalds-little-neck-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
bombay-junction-new-york-2,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'fishnchips', u'title': u'Fish & Chips'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.7522,-73.98635,(212) 840-4987,11481.5906417,qCXi2Iol5qVclFAdFyZDpA,https://s3-media3.fl.yelpcdn.com/bphoto/5JteIgFLKeexjmJsYpxNZg/o.jpg,False,1013 6th Ave,,,New York,US,"[1013 6th Ave, New York, NY 10018]",NY,10018,Bombay Junction,12128404987.0,$,3.5,35,[pickup],https://www.yelp.com/biz/bombay-junction-new-york-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-new-york-27,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'tex-mex', u'title': u'Tex-Mex'}]",40.82983,-73.94828,(212) 491-9151,13572.0361612,VauikDcnlgF7XuEC7a8OGw,https://s3-media3.fl.yelpcdn.com/bphoto/SPZO0SJy6a0KJL9Epro7bA/o.jpg,False,3645 Broadway,,,New York,US,"[3645 Broadway, New York, NY 10031]",NY,10031,Taco Bell,12124919151.0,$,2.5,15,[],https://www.yelp.com/biz/taco-bell-new-york-27?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-north-bergen,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.769198,-74.044749,(201) 422-9666,16701.0445918,9ZHWNeyuUvlMKfHWbZOPjw,https://s3-media4.fl.yelpcdn.com/bphoto/GNOzKY1SGEMgrwecQehqgA/o.jpg,False,2020 Tonnelle Avenue,,,North Bergen,US,"[2020 Tonnelle Avenue, North Bergen, NJ 07047]",NJ,7047,Taco Bell,12014229666.0,$,3.0,24,[],https://www.yelp.com/biz/taco-bell-north-bergen?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-new-york-36,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.755298,-73.99522,(646) 476-7444,12283.7880094,-c5wzbi8rd8gpplyTZUgIw,https://s3-media3.fl.yelpcdn.com/bphoto/4ir-0pxQZm0GNEv4EZe5pw/o.jpg,False,390 8th Ave,,,New York,US,"[390 8th Ave, New York, NY 10001]",NY,10001,Taco Bell,16464767444.0,$,2.5,46,[],https://www.yelp.com/biz/taco-bell-new-york-36?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
checkers-new-york-73,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.8105551451,-73.9528094977,(646) 833-7302,12172.5181452,DGOLOC0kR5FCzvD7X6RNqw,https://s3-media4.fl.yelpcdn.com/bphoto/6Tpc3kC7ut21N79lg_ZxCg/o.jpg,False,291 Saint Nicholas Ave,,,New York,US,"[291 Saint Nicholas Ave, New York, NY 10027]",NY,10027,Checker's,16468337302.0,$,2.5,7,[],https://www.yelp.com/biz/checkers-new-york-73?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-396,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.760838,-73.967323,(212) 753-5360,10181.9622544,Fnmdad7dvjqwrEmQby12CQ,https://s3-media2.fl.yelpcdn.com/bphoto/jkf2NKJ0goarpB70bd7Afw/o.jpg,False,966 3rd Ave,,,New York,US,"[966 3rd Ave, New York, NY 10022]",NY,10022,McDonald's,12127535360.0,$,2.5,40,[],https://www.yelp.com/biz/mcdonalds-new-york-396?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
gyro-spot-valley-stream,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",40.6820144653,-73.7118988037,(516) 612-9791,13083.4952752,jka25STM_Cd-IIeon8YtQQ,https://s3-media3.fl.yelpcdn.com/bphoto/CqSmGrcAXHWFPCgmq4lNIw/o.jpg,False,16 Central Ct,,,Valley Stream,US,"[16 Central Ct, Valley Stream, NY 11580]",NY,11580,Gyro Spot,15166129791.0,$,4.0,30,[],https://www.yelp.com/biz/gyro-spot-valley-stream?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-428,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.800014,-73.967846,(212) 222-8714,12324.7533545,fCNS-055hWJUp2oT4MJPUA,https://s3-media2.fl.yelpcdn.com/bphoto/ltWMHCGrK8QthmZ_7_L-Bw/o.jpg,False,2726 Broadway,,,New York,US,"[2726 Broadway, New York, NY 10025]",NY,10025,McDonald's,12122228714.0,$,2.5,35,[],https://www.yelp.com/biz/mcdonalds-new-york-428?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chicken-joes-new-rochelle,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.9271416,-73.789325,(914) 636-3409,22407.3329483,OaulhBJfcXmORHp6-l5xcg,https://s3-media3.fl.yelpcdn.com/bphoto/C6hOM3teXYvXZpgC8bpt7A/o.jpg,False,768 North Ave,,,New Rochelle,US,"[768 North Ave, New Rochelle, NY 10801]",NY,10801,Chicken Joes,19146363409.0,$,4.0,31,[],https://www.yelp.com/biz/chicken-joes-new-rochelle?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-greenvale,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.80905,-73.627933,(516) 621-8636,20812.3165384,I2gDQeUtEWdlpaliXKHzYg,https://s3-media2.fl.yelpcdn.com/bphoto/7eAqDNKdQkYzEu-9Ki33LQ/o.jpg,False,18 Glen Cove Rd,,,Greenvale,US,"[18 Glen Cove Rd, Greenvale, NY 11548]",NY,11548,Wendy's,15166218636.0,$,3.0,9,[],https://www.yelp.com/biz/wendys-greenvale?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
fordham-fried-seafood-and-chicken-bronx,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'halal', u'title': u'Halal'}, {u'alias': u'seafood', u'title': u'Seafood'}]",40.8615512,-73.897185,(718) 933-9854,14938.6097547,TcX3VlbQMVw8zoZzEeNREQ,https://s3-media2.fl.yelpcdn.com/bphoto/MuyUWFuKh8bPIs4_guXGIA/o.jpg,False,2468 Grand Concourse,,,Bronx,US,"[2468 Grand Concourse, Bronx, NY 10458]",NY,10458,Fordham Fried Seafood And Chicken,17189339854.0,$,4.5,20,[],https://www.yelp.com/biz/fordham-fried-seafood-and-chicken-bronx?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chirping-chicken-new-york-3,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.7533117469,-73.9771309661,(212) 661-4059,10748.8504655,nz3WYcJZgiAuVudvL7-Ewg,https://s3-media2.fl.yelpcdn.com/bphoto/XGDE1JKdMxgLOpl_UeajBQ/o.jpg,False,109 E 42nd St,,,New York,US,"[109 E 42nd St, New York, NY 10017]",NY,10017,Chirping Chicken,12126614059.0,$,3.0,43,[],https://www.yelp.com/biz/chirping-chicken-new-york-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-jamaica-20,"[{u'alias': u'coffee', u'title': u'Coffee & Tea'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.65557,-73.80658,(718) 751-4288,11839.4620571,vkWzn3Z8kknUbJFjfbdNcg,https://s3-media2.fl.yelpcdn.com/bphoto/DCmt7WjxRrY7DXZn1yswig/o.jpg,False,Jfk Airport,Terminal 4,,Jamaica,US,"[Jfk Airport, Terminal 4, Jamaica, NY 11430]",NY,11430,McDonald's,17187514288.0,$,2.0,34,[],https://www.yelp.com/biz/mcdonalds-jamaica-20?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
taco-bell-new-york-37,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'tex-mex', u'title': u'Tex-Mex'}, {u'alias': u'mexican', u'title': u'Mexican'}]",40.790467,-73.945758,(646) 684-3200,10211.7632758,5ieIH2GbKCweKfrm6q8Aqg,https://s3-media1.fl.yelpcdn.com/bphoto/eEWDy6WVVjtCV5RMr3iHEQ/o.jpg,False,1884 Third Ave,,,New York,US,"[1884 Third Ave, New York, NY 10029]",NY,10029,Taco Bell,16466843200.0,$,3.0,16,[],https://www.yelp.com/biz/taco-bell-new-york-37?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
burger-king-fort-lee-2,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.83018,-73.98,(201) 224-8989,15319.8288885,jV-SVb5Js48pXKoEn7-kSA,https://s3-media3.fl.yelpcdn.com/bphoto/pgyDrwlCnNgk2O5Jv-Y6JA/o.jpg,False,811 Palisade Ave,,,Fort Lee,US,"[811 Palisade Ave, Fort Lee, NJ 07024]",NJ,7024,Burger King,12012248989.0,$,2.5,11,[delivery],https://www.yelp.com/biz/burger-king-fort-lee-2?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-bronx-46,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.8791966556,-73.8716894388,(718) 231-9210,16503.2775145,hvaVXo8WCMV67DxFOofYxg,https://s3-media2.fl.yelpcdn.com/bphoto/YfiM_4XeHF4kX16WVXYmOg/o.jpg,False,3509 Webster Ave,,,Bronx,US,"[3509 Webster Ave, Bronx, NY 10467]",NY,10467,McDonald's,17182319210.0,$,4.5,7,[],https://www.yelp.com/biz/mcdonalds-bronx-46?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
chipotle-mexican-grill-lawrence-6,"[{u'alias': u'mexican', u'title': u'Mexican'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}]",40.6271671504,-73.7367904186,(516) 239-3952,15485.5050733,4ts3xTPWwGa35GlT2spqQw,https://s3-media1.fl.yelpcdn.com/bphoto/Ln4KPcYI3m_x8Ubtk8TFPw/o.jpg,False,331 Rockaway Turnpike,,,Lawrence,US,"[331 Rockaway Turnpike, Lawrence, NY 11559]",NY,11559,Chipotle Mexican Grill,15162393952.0,$,3.0,41,[],https://www.yelp.com/biz/chipotle-mexican-grill-lawrence-6?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-bronx,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.8264057262,-73.8616096182,(718) 863-7289,10582.5686349,0SmQIjV7j9WBFkS_AqbFbA,https://s3-media1.fl.yelpcdn.com/bphoto/xaAOWZb6p32vGZDKz8HbXw/o.jpg,False,1865 Bruckner Blvd,,,Bronx,US,"[1865 Bruckner Blvd, Bronx, NY 10472]",NY,10472,McDonald's,17188637289.0,$,3.5,6,[],https://www.yelp.com/biz/mcdonalds-bronx?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
potbelly-sandwich-shop-new-york-8,"[{u'alias': u'sandwiches', u'title': u'Sandwiches'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'soup', u'title': u'Soup'}]",40.757224,-73.970512,(646) 289-4208,10318.3364106,lV9TCH9AwdBpFKm0OMAXSA,https://s3-media1.fl.yelpcdn.com/bphoto/aw1jdrf5Jwp8Ob1gyi-9MA/o.jpg,False,150 E 52nd St,,,New York,US,"[150 E 52nd St, New York, NY 10022]",NY,10022,Potbelly Sandwich Shop,16462894208.0,$,3.5,52,"[pickup, delivery]",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-8?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
wendys-williston-park,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]",40.754688496,-73.6497821593,(516) 294-4888,17318.6006362,dWeIGpA8mUXv154hxlkDgA,https://s3-media4.fl.yelpcdn.com/bphoto/Hnha9wNyAGjFxorienH1dw/o.jpg,False,259 Hillside Ave,,,Williston Park,US,"[259 Hillside Ave, Williston Park, NY 11596]",NY,11596,Wendy's,15162944888.0,$,2.5,23,[],https://www.yelp.com/biz/wendys-williston-park?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-bronx-35,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.8417858908,-73.9047388296,(718) 299-0849,13021.8184226,h417hnWwO3ajUo2MrTtjPA,https://s3-media2.fl.yelpcdn.com/bphoto/r1xMsrz9OjEqR4gkv3ljdw/o.jpg,False,1625 Webster Ave,,,Bronx,US,"[1625 Webster Ave, Bronx, NY 10457]",NY,10457,McDonald's,17182990849.0,$,2.0,8,[],https://www.yelp.com/biz/mcdonalds-bronx-35?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
mcdonalds-new-york-111,"[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]",40.794389,-73.972343,(212) 864-8138,12257.4012729,yABI6gRdp0I_AScopX69Bg,https://s3-media3.fl.yelpcdn.com/bphoto/uQ7mBbgsLkdi1R0gkfqzcQ/o.jpg,False,2549 Broadway,,,New York,US,"[2549 Broadway, New York, NY 10025]",NY,10025,McDonald's,12128648138.0,$,2.0,24,[],https://www.yelp.com/biz/mcdonalds-new-york-111?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
popeyes-louisiana-kitchen-bronx-3,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",40.8374263,-73.8602118,(718) 822-3678,11809.6193637,RHMmievw0pjL9L91uYwP3g,https://s3-media2.fl.yelpcdn.com/bphoto/WuQG00XZa3Dza39VlQ9i_A/o.jpg,False,60 Metropolitan Oval,,,Bronx,US,"[60 Metropolitan Oval, Bronx, NY 10462]",NY,10462,Popeyes Louisiana Kitchen,17188223678.0,$,1.5,5,[],https://www.yelp.com/biz/popeyes-louisiana-kitchen-bronx-3?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
sonic-drive-in-hasbrouck-heights-4,"[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'icecream', u'title': u'Ice Cream & Frozen Yogurt'}]",40.85463,-74.0709399,(201) 462-0400,22914.5250538,SHEQwlSjFimxRsDvOV6KXA,https://s3-media1.fl.yelpcdn.com/bphoto/mQHB3mEcN7O1DT96WCnm1g/o.jpg,False,156 Route 17 N,,,Hasbrouck Heights,US,"[156 Route 17 N, Hasbrouck Heights, NJ 07604]",NJ,7604,Sonic Drive-In,12014620400.0,$,2.5,114,[],https://www.yelp.com/biz/sonic-drive-in-hasbrouck-heights-4?adjust_creative=Uu3HbS4pg129T9EGGOQ4HQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Uu3HbS4pg129T9EGGOQ4HQ
